0.020261	7.536614381799597e-14	1.0765105901953322e-13	6.140449694488009e-14
0.021019	9.722228594406743e-14	1.3150709704153371e-13	7.906267539682e-14
0.021805	1.1705270265285487e-13	1.5813623238045607e-13	9.146620016978592e-14
0.02262	1.3897328616930842e-13	1.862940473806986e-13	1.1035640303349637e-13
0.023466	1.5686677542254707e-13	2.1854052097446271e-13	1.3834510381860413e-13
0.024343	1.6605659706235212e-13	2.498817904302082e-13	1.4789088483642647e-13
0.025254	1.736406753561224e-13	2.8096963289175985e-13	1.2663880156682803e-13
0.026198	1.819056685685904e-13	3.043453767950665e-13	1.2073702303261144e-13
0.027178	1.9667699660497158e-13	3.2422760874526464e-13	1.4306675023596194e-13
0.028194	2.197612870293667e-13	3.432351285397312e-13	1.5458823145695635e-13
0.029248	2.3466607578398355e-13	3.5790750967272586e-13	1.331815252214398e-13
0.030342	2.5215289597420576e-13	3.748035140324016e-13	1.550926368246125e-13
0.031477	2.7350296602187104e-13	3.924364926834661e-13	2.0161462867905996e-13
0.032654	2.991297311109044e-13	4.1379651957806244e-13	2.2771259590497107e-13
0.033875	3.3817901651254437e-13	4.391123718178414e-13	2.066117846847075e-13
0.035141	3.847081735118437e-13	4.652420494262201e-13	2.7745833814922456e-13
0.036455	4.523132481733397e-13	4.963971382776276e-13	3.640033966601627e-13
0.037819	5.591912360552405e-13	5.874167457338317e-13	4.6747102716036e-13
0.039233	6.671716361324579e-13	7.131864030394755e-13	5.800929928231662e-13
0.0407	8.205991315708939e-13	8.627969816853576e-13	6.315184538293637e-13
