0.000055417759136353505, 2.5446327105571325e-7
0.00010490235051327276, 1.259049922088299e-7
0.00029120795414381873, 4.867780812333413e-8
0.0008616578976960009, 1.5243519588947705e-8
0.002632226915506522, 5.031183301021705e-9
0.0070775757552539445, 1.911487482439911e-9
0.027907920855018056, 4.678445041766402e-10
0.0726828370101637, 1.809089307456968e-10
0.25225952583055017, 5.278984830314109e-11
0.6782796321747201, 1.9364568749756797e-11
1.8237696194359345, 5.9599927729191306e-12
4.749789519691714, 1.8025897227789091e-12
9.737616260444241, 7.22375998224088e-13
19.96323627448293, 5.076123310889532e-13
29.27606495629767, 2.8920597466613734e-13
39.01431790623445, 1.8965468856459113e-13
55.417759136353276, 1.2006200548404794e-13
81.27008536597404, 5.739329760315621e-14
123.04650542654227, 2.8413547543369854e-14
139.79657642328115, 1.930641833759681e-14
180.4475705232913, 1.2661735604526252e-14
248.26709845965115, 7.73974323501922e-15
320.45988467032396, 2.7366886972612683e-14
375.8873728295301, 6.132804605300552e-14
455.1961857748059, 1.4233167315793524e-13
485.1904456665616, 2.3261931803356105e-13
1043.4598681021253, 3.9306048631324707e-13
1913.1771987352568, 6.41512495794152e-13
2805.672345554189, 1.0850286180925638e-12
3860.1579973575444, 1.835471631004084e-12
4826.171729827781, 2.605795103171658e-12
6229.558590467612, 4.898339303126575e-12
7788.520464499517, 9.208580132600462e-12
8991.0543627902, 1.3543071601470663e-11
